ForeignWorker,Age,LoanAmount,NumberOfLiableIndividuals,Gender,CheckingAccountBalance_geq_200,LoanDuration,YearsAtCurrentHome,HasGuarantor,NumberOfOtherLoansAtBank,OtherLoansAtStore,LoanRateAsPercentOfIncome,is_not_ood
-0.2,-0.83,-0.64,-0.42,-1.48,-0.26,-0.23,-1.69,-0.24,-0.7,0.0,0.03,1
-0.2,0.3,-0.34,-0.42,0.68,-0.26,1.3,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.48,-0.46,-0.42,-1.48,-0.26,-0.21,-1.69,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.12,-0.37,-0.42,0.68,-0.26,-0.04,-0.09,-0.24,-0.7,0.0,0.03,0
-0.2,-1.27,-0.11,-0.42,-1.48,-0.26,-0.01,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,-0.66,-0.21,-0.42,0.68,-0.26,-0.23,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,1.7,-0.5,-0.42,-1.48,-0.26,-0.21,-0.19,-0.24,-0.24,0.0,0.03,0
-0.2,0.06,-0.46,0.34,-1.48,-0.26,-0.99,0.21,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.83,-0.12,-0.42,-1.48,-0.26,-0.01,0.16,-0.24,-0.12,0.0,-0.86,0
-0.2,1.0,0.09,-0.42,0.68,-0.26,-0.8,0.02,-0.24,0.39,0.0,0.92,0
-0.2,-0.6,1.66,-0.42,-1.48,-0.26,1.3,-0.23,-0.24,-0.12,0.0,0.92,0
-0.2,-0.03,0.13,-0.42,0.68,-0.26,-0.2,-0.77,-0.24,-0.17,0.0,0.92,0
-0.2,1.88,-0.28,-0.39,-1.48,-0.26,-0.01,-0.11,-0.24,-0.22,0.0,-0.86,0
-0.2,0.04,-0.71,0.34,0.68,-0.26,1.73,0.16,-0.24,1.04,0.0,0.92,0
-0.2,-0.75,0.09,2.38,-1.48,-0.26,-0.2,-1.69,-0.24,-0.22,0.0,-0.86,0
-0.2,1.09,3.23,-0.42,0.68,-0.26,2.32,0.21,-0.24,1.33,0.0,-0.86,0
-0.2,-0.22,-0.38,-0.42,-1.48,-0.26,1.73,-0.23,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.22,-0.46,-0.42,0.68,-0.26,-0.2,-0.77,-0.24,-0.24,0.0,-1.75,0
-0.2,1.18,-0.65,-0.42,0.68,3.88,-0.23,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.08,-0.5,-0.42,0.68,-0.26,-0.48,0.21,4.12,1.04,0.0,0.92,0
-0.2,-0.22,-0.82,2.38,0.68,-0.26,-0.48,0.14,-0.24,1.04,0.0,0.92,1
5.05,0.39,-0.28,2.38,0.68,-0.26,-1.24,1.05,-0.24,-0.23,0.0,-0.86,0
-0.2,-1.01,-0.46,2.38,-1.48,-0.26,-0.37,1.05,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.08,0.52,-0.42,-1.48,-0.26,-0.8,0.02,-0.24,-0.12,0.0,-1.75,0
-0.2,0.04,-0.24,-0.42,0.68,-0.26,-0.16,-0.23,-0.24,1.04,0.0,-0.86,0
-0.2,-0.12,-0.37,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,-0.23,0.0,-1.75,0
-0.2,-0.08,-0.3,-0.42,-1.48,-0.26,-0.2,-0.59,-0.24,-0.7,0.0,0.92,0
-0.2,1.61,-0.24,-0.39,0.68,-0.26,-0.1,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,0.06,-0.37,0.15,0.68,3.88,-0.8,-0.77,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.4,2.38,2.38,0.68,-0.26,1.3,0.14,-0.24,1.04,0.0,-1.75,1
-0.2,-0.48,-0.5,-0.42,0.68,-0.26,-0.23,-0.09,-0.24,-0.17,0.0,0.03,0
5.05,0.06,0.19,-0.42,0.68,-0.26,0.03,0.02,-0.24,-0.22,0.0,-0.86,0
-0.2,1.44,-0.88,-0.42,0.68,3.88,-0.2,0.02,-0.24,-0.12,0.0,0.92,0
-0.2,-0.75,-0.78,0.34,0.68,-0.26,-0.99,1.05,-0.24,-0.12,0.0,0.92,0
-0.2,-1.27,-0.85,-0.15,-1.48,-0.26,-0.37,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,0.1,-0.36,-0.42,0.68,-0.26,-0.73,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,1.44,-0.5,-0.42,0.68,-0.26,-0.28,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,-0.75,1.94,-0.42,0.68,-0.26,0.54,-0.77,-0.24,1.04,0.0,-0.86,1
-0.2,-0.03,-0.12,2.38,0.68,-0.26,-0.21,0.14,-0.24,1.04,0.0,0.92,0
-0.2,-0.48,-0.58,-0.42,-1.48,-0.26,-0.73,0.14,-0.24,-0.7,0.0,-0.86,1
-0.2,-0.31,-0.09,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.48,1.84,-0.42,-1.48,-0.26,2.32,-1.69,-0.24,1.04,0.0,-1.75,1
-0.2,-0.75,-0.36,-0.42,0.68,-0.26,-0.01,0.14,-0.24,-0.7,0.0,0.92,0
-0.2,-0.08,-0.11,-0.15,0.68,-0.26,-0.23,0.21,-0.24,1.33,0.0,0.03,0
-0.2,0.65,-0.73,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,-0.7,0.0,0.03,1
-0.2,0.06,-0.02,2.38,-1.48,-0.26,-0.23,-0.59,-0.24,-0.24,0.0,-0.86,0
-0.2,1.44,2.14,2.38,0.68,-0.26,-0.8,1.05,-0.24,0.39,0.0,-0.86,0
-0.2,0.28,1.27,-0.39,0.68,-0.26,-0.23,-0.23,-0.24,-0.24,0.0,-0.86,0
-0.2,0.22,0.24,-0.42,0.68,-0.26,2.32,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,-0.6,-0.49,0.15,0.68,-0.26,-0.21,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,0.28,-0.65,-0.42,0.68,-0.26,-0.16,0.16,-0.24,-0.23,0.0,0.92,0
-0.2,0.06,2.14,-0.42,0.68,-0.26,1.73,1.05,-0.24,-0.12,0.0,0.92,0
-0.2,-0.31,0.49,-0.42,-1.48,-0.26,-1.24,1.05,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.12,-0.24,-0.42,-1.48,-0.26,-0.73,-0.11,-0.24,1.04,0.0,0.03,0
-0.2,1.44,-0.37,0.34,0.68,-0.26,-0.73,-0.11,-0.24,-0.17,0.0,0.92,0
-0.2,0.1,-0.22,0.34,0.68,-0.26,-0.4,1.05,4.12,-0.12,0.0,-0.86,0
-0.2,1.44,-0.5,-0.39,0.68,-0.26,-0.01,-0.59,-0.24,1.04,0.0,0.92,0
-0.2,-0.12,-0.11,-0.42,0.68,-0.26,-0.2,-0.77,-0.24,-0.7,0.0,0.03,0
-0.2,-0.75,-0.36,0.34,0.68,-0.26,-0.56,-0.11,-0.24,-0.23,0.0,0.92,0
-0.2,-0.08,-0.46,-0.42,0.68,3.88,1.73,-0.77,-0.24,-0.17,0.0,0.92,0
5.05,-0.57,-0.24,-0.42,0.68,-0.26,-0.01,-0.09,-0.24,-0.23,0.0,-1.75,0
-0.2,1.44,0.05,-0.42,0.68,-0.26,-0.21,-0.23,-0.24,-0.7,0.0,-1.75,0
-0.2,-1.36,-0.12,-0.42,-1.48,-0.26,-0.48,-0.09,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.03,0.09,-0.42,0.68,-0.26,0.79,1.05,-0.24,-0.7,0.0,-1.75,0
-0.2,2.84,-0.11,-0.42,0.68,-0.26,-0.1,0.14,-0.24,-0.23,0.0,-0.86,0
-0.2,-1.1,0.09,-0.42,0.68,3.88,-0.1,-0.77,-0.24,-0.24,0.0,-0.86,0
-0.2,1.26,0.74,-0.42,0.68,-0.26,0.54,1.05,-0.24,1.04,0.0,-0.86,1
-0.2,-0.48,-0.84,-0.42,-1.48,-0.26,-0.99,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,-0.03,-0.67,-0.42,-1.48,-0.26,-0.8,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,-0.83,-0.5,-0.42,0.68,-0.26,-0.8,-0.59,-0.24,1.33,0.0,0.92,0
-0.2,1.44,0.82,-0.39,0.68,-0.26,-0.28,-0.59,-0.24,-0.12,0.0,0.03,0
-0.2,-0.12,-0.12,-0.15,-1.48,3.88,0.28,0.14,-0.24,-0.22,0.0,0.03,0
-0.2,-0.05,-0.46,0.34,0.68,-0.26,-0.16,-0.09,-0.24,0.39,0.0,0.03,0
-0.2,-0.6,0.15,-0.15,-1.48,-0.26,0.28,-0.11,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.08,-0.24,2.38,0.68,-0.26,-0.16,1.05,4.12,-0.17,0.0,-0.86,0
-0.2,0.1,0.09,-0.39,0.68,-0.26,-0.28,1.05,-0.24,4.53,0.0,0.92,0
-0.2,-0.75,-0.28,-0.42,-1.48,-0.26,-0.21,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,0.28,-0.12,-0.42,0.68,-0.26,-0.16,0.02,4.12,-0.7,0.0,0.03,0
-0.2,1.44,-0.33,-0.42,0.68,-0.26,-0.16,-0.77,-0.24,-0.22,0.0,0.92,0
-0.2,-0.03,-0.5,-0.42,-1.48,-0.26,-0.99,-0.09,-0.24,1.04,0.0,0.92,0
-0.2,-1.1,-0.65,-0.42,-1.48,-0.26,0.28,1.05,-0.24,1.04,0.0,0.92,1
-0.2,-0.4,-0.5,-0.42,-1.48,-0.26,-0.04,-0.23,-0.24,-0.24,0.0,-1.75,0
-0.2,-0.57,0.09,-0.42,0.68,-0.26,1.3,0.16,-0.24,-0.24,0.0,0.92,0
-0.2,-0.75,-0.46,0.15,0.68,-0.26,-0.28,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,-1.01,-0.52,-0.39,0.68,-0.26,-0.23,-0.09,-0.24,-0.24,0.0,0.92,0
-0.2,1.44,-0.11,-0.15,-1.48,-0.26,-0.01,1.05,-0.24,-0.15,0.0,0.03,0
-0.2,0.1,-0.37,-0.42,-1.48,-0.26,-0.1,0.14,-0.24,1.04,0.0,0.92,0
-0.2,-0.03,-0.61,0.34,0.68,-0.26,-0.2,-0.19,-0.24,0.39,0.0,0.03,0
-0.2,-0.13,-0.36,-0.15,0.68,-0.26,-0.01,-0.09,-0.24,1.04,0.0,0.03,0
-0.2,-0.05,-0.81,-0.42,0.68,-0.26,1.73,1.05,-0.24,0.39,0.0,0.92,0
-0.2,0.04,-0.37,2.38,0.68,-0.26,1.73,1.05,-0.24,-0.7,0.0,0.03,0
-0.2,-0.48,0.09,-0.42,-1.48,-0.26,0.03,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,-0.6,-0.36,-0.39,0.68,-0.26,-0.16,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,1.7,-0.5,-0.42,-1.48,-0.26,-0.73,0.21,-0.24,-0.22,0.0,0.03,0
-0.2,0.65,-0.37,-0.42,0.68,-0.26,-0.1,-0.09,-0.24,-0.24,0.0,0.92,0
-0.2,-0.12,-0.69,2.38,0.68,-0.26,-0.1,-0.77,-0.24,-0.12,0.0,0.92,0
-0.2,0.28,-0.2,-0.15,0.68,-0.26,-0.8,0.02,-0.24,1.04,0.0,0.92,0
-0.2,1.96,4.58,-0.42,0.68,-0.26,2.83,1.05,-0.24,-0.7,0.0,0.03,1
-0.2,-0.13,-0.12,-0.42,0.68,-0.26,1.81,0.14,-0.24,-0.17,0.0,0.92,0
-0.2,0.06,-0.02,-0.42,-1.48,-0.26,-0.21,-0.19,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.57,-0.67,0.15,0.68,-0.26,-0.37,-0.77,-0.24,-0.24,0.0,-1.75,0
-0.2,-1.36,-0.37,-0.42,-1.48,-0.26,-0.48,1.05,-0.24,-0.7,0.0,-0.86,1
-0.2,-1.1,-0.34,-0.42,-1.48,-0.26,1.73,0.86,-0.24,1.33,0.0,0.92,0
-0.2,0.28,0.09,2.38,0.68,3.88,-0.2,-1.69,-0.24,1.04,0.0,-0.86,0
-0.2,-0.48,-0.74,2.38,-1.48,-0.26,1.73,-0.09,-0.24,-0.12,0.0,-0.86,0
-0.2,0.28,-0.2,-0.42,0.68,3.88,-0.2,0.02,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.75,0.09,-0.42,0.68,-0.26,-0.04,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-0.22,-0.37,-0.42,0.68,-0.26,-0.37,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,-0.08,-0.24,-0.42,0.68,-0.26,-0.23,0.02,-0.24,-0.17,0.0,0.92,0
-0.2,-0.48,-0.4,-0.42,-1.48,-0.26,-0.28,-0.09,-0.24,1.33,0.0,0.92,0
-0.2,-0.6,0.24,-0.42,0.68,-0.26,-0.04,0.21,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.03,-0.12,2.38,0.68,-0.26,-0.16,-0.09,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.48,2.81,-0.42,0.68,-0.26,1.3,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,-1.1,0.12,-0.42,-1.48,-0.26,-0.73,-1.69,-0.24,-0.7,0.0,-1.75,1
-0.2,-1.1,0.38,-0.39,-1.48,-0.26,-0.16,1.05,-0.24,-0.17,0.0,-1.75,0
5.05,0.1,-0.37,-0.39,-1.48,-0.26,-0.04,-0.09,-0.24,1.04,0.0,0.92,0
-0.2,-0.48,0.56,-0.15,-1.48,-0.26,-0.37,0.16,-0.24,-0.23,0.0,0.92,0
-0.2,-1.1,0.12,-0.42,-1.48,-0.26,-0.73,-1.69,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.13,-0.5,-0.42,0.68,-0.26,-0.73,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,0.28,-0.36,-0.42,-1.48,-0.26,-0.04,1.05,-0.24,1.04,0.0,0.92,0
-0.2,0.74,0.09,-0.15,0.68,-0.26,-0.06,-0.09,-0.24,-0.7,0.0,-0.86,0
-0.2,0.1,-0.46,-0.39,0.68,-0.26,2.32,-0.59,-0.24,-0.23,0.0,0.92,0
-0.2,1.61,-0.28,-0.39,-1.48,-0.26,-0.1,1.05,-0.24,1.33,0.0,-1.75,0
-0.2,-0.12,-0.11,-0.42,-1.48,-0.26,-0.16,-0.11,-0.24,0.39,0.0,-1.75,0
-0.2,0.39,-0.09,0.15,-1.48,-0.26,-0.23,1.05,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.57,-0.46,-0.42,-1.48,-0.26,-0.16,-0.77,-0.24,-0.15,0.0,0.92,0
-0.2,-0.66,2.14,-0.15,0.68,-0.26,2.32,0.21,-0.24,-0.23,0.0,0.92,0
-0.2,-0.12,-0.37,-0.42,-1.48,3.88,-0.16,0.16,-0.24,-0.7,0.0,0.03,0
-0.2,-0.31,-0.94,-0.42,0.68,-0.26,-0.23,0.14,-0.24,1.04,0.0,0.92,1
-0.2,0.28,0.39,-0.42,-1.48,-0.26,2.32,0.02,-0.24,-0.7,0.0,0.03,0
-0.2,-0.12,0.15,-0.42,-1.48,-0.26,-0.16,1.05,-0.24,-0.7,0.0,-1.75,0
-0.2,0.1,0.09,-0.42,0.68,-0.26,0.28,-0.77,-0.24,-0.24,0.0,0.92,0
5.05,-0.12,-0.12,-0.42,0.68,-0.26,-0.73,-0.77,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.12,0.98,-0.42,-1.48,-0.26,1.81,-0.19,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.08,-0.12,-0.42,-1.48,-0.26,0.28,-0.59,-0.24,-0.24,0.0,0.92,0
-0.2,2.14,-0.46,-0.42,0.68,-0.26,-0.28,-0.11,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.6,-0.36,-0.39,-1.48,3.88,-0.73,-0.59,-0.24,1.04,0.0,-0.86,0
-0.2,0.06,-0.5,2.38,0.68,-0.26,-1.24,-0.11,-0.24,-0.22,0.0,0.92,0
-0.2,0.04,-0.24,-0.42,0.68,-0.26,-0.28,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,-0.03,-0.73,-0.42,0.68,-0.26,-0.2,0.86,-0.24,-0.24,0.0,0.92,0
-0.2,-0.48,-0.46,-0.39,0.68,-0.26,-0.8,0.16,-0.24,1.04,0.0,-0.86,0
-0.2,2.66,-0.48,-0.15,0.68,3.88,-0.16,-0.09,-0.24,-0.23,0.0,0.92,0
-0.2,-0.48,-0.46,-0.42,-1.48,-0.26,-0.16,1.05,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.48,2.14,-0.42,-1.48,-0.26,-0.23,1.05,4.12,-0.12,0.0,0.92,0
-0.2,0.1,-0.5,-0.15,0.68,-0.26,-0.37,-0.11,4.12,1.04,0.0,0.03,0
-0.2,-0.48,-0.28,-0.42,-1.48,-0.26,-0.04,-0.19,-0.24,-0.12,0.0,0.03,0
-0.2,-0.6,-0.65,-0.42,0.68,3.88,-0.16,0.02,-0.24,-0.23,0.0,0.92,0
-0.2,1.44,-0.28,-0.42,-1.48,-0.26,1.73,-0.19,-0.24,1.33,0.0,-0.86,0
-0.2,-0.6,2.14,-0.39,0.68,-0.26,1.3,-0.77,-0.24,1.04,0.0,0.03,0
-0.2,-1.1,-0.26,-0.42,0.68,-0.26,0.54,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,-0.66,-0.46,0.34,0.68,-0.26,-0.1,1.05,-0.24,-0.7,0.0,-1.75,0
-0.2,-1.1,-0.86,-0.42,-1.48,-0.26,-0.73,1.05,-0.24,-0.7,0.0,-0.86,1
-0.2,-1.01,-0.6,2.38,-1.48,-0.26,-0.04,0.86,-0.24,-0.17,0.0,0.03,0
-0.2,-0.05,-0.64,-0.39,0.68,-0.26,-0.21,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,0.06,-0.24,-0.42,0.68,-0.26,-0.8,0.16,-0.24,1.04,0.0,0.92,0
-0.2,1.44,0.09,-0.39,-1.48,-0.26,-0.73,-0.59,4.12,-0.12,0.0,0.92,0
-0.2,-0.92,0.61,-0.42,0.68,-0.26,1.56,-0.77,4.12,1.04,0.0,-0.86,1
-0.2,1.44,-0.28,-0.42,0.68,-0.26,0.28,0.14,-0.24,-0.12,0.0,0.92,0
-0.2,-0.03,0.09,-0.42,0.68,-0.26,-0.2,0.14,4.12,-0.12,0.0,0.03,0
-0.2,-0.08,-0.24,2.38,0.68,-0.26,-0.01,-0.77,-0.24,-0.15,0.0,0.92,0
-0.2,0.28,-0.36,-0.42,-1.48,-0.26,-0.48,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,0.74,-0.12,-0.42,-1.48,-0.26,-0.2,-0.59,-0.24,-0.15,0.0,0.92,0
-0.2,1.44,2.14,-0.42,0.68,-0.26,-0.28,-1.69,-0.24,-0.15,0.0,-1.75,0
-0.2,-0.6,-0.37,-0.42,-1.48,-0.26,-0.82,-0.19,-0.24,-0.17,0.0,0.92,0
-0.2,-0.57,-0.46,2.38,0.68,-0.26,-0.28,0.16,-0.24,-0.23,0.0,0.92,0
-0.2,2.84,-0.11,-0.42,0.68,-0.26,-0.2,-0.19,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.13,0.09,-0.15,0.68,-0.26,1.3,-0.11,-0.24,1.04,0.0,0.92,0
-0.2,-0.03,0.67,-0.42,-1.48,-0.26,-0.04,-0.19,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.03,0.09,-0.42,-1.48,-0.26,-0.01,0.02,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.57,2.57,-0.42,0.68,-0.26,-0.04,-0.09,-0.24,-0.24,0.0,-0.86,0
-0.2,-0.12,-0.5,2.38,0.68,-0.26,-0.8,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,0.56,-0.24,-0.39,0.68,-0.26,-0.37,-0.19,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.31,-0.94,-0.42,0.68,-0.26,-0.23,0.14,-0.24,1.04,0.0,0.92,1
-0.2,-0.92,-0.7,0.34,-1.48,-0.26,-0.37,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,0.22,-0.5,-0.42,0.68,-0.26,-0.21,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-0.57,-0.5,-0.42,-1.48,-0.26,1.73,1.05,-0.24,1.04,0.0,-1.75,0
-0.2,-0.6,0.09,-0.42,-1.48,-0.26,0.79,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,-0.08,-0.81,-0.15,-1.48,-0.26,-0.8,-0.77,-0.24,-0.24,0.0,-1.75,0
-0.2,-0.75,-0.72,-0.15,-1.48,-0.26,-0.2,0.02,-0.24,-0.22,0.0,-1.75,0
-0.2,1.44,-0.11,-0.42,0.68,-0.26,0.28,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,0.06,1.8,-0.15,0.68,-0.26,1.73,-0.77,-0.24,-0.22,0.0,-0.86,0
-0.2,0.06,-0.12,-0.42,-1.48,-0.26,1.73,-0.59,-0.24,-0.7,0.0,0.92,0
-0.2,0.28,-0.57,-0.42,0.68,-0.26,-0.73,-0.09,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.12,-0.84,0.15,-1.48,-0.26,-0.28,-0.59,-0.24,-0.7,0.0,0.92,0
-0.2,1.44,-0.36,-0.42,0.68,-0.26,-1.24,0.21,-0.24,-0.23,0.0,0.92,0
-0.2,1.79,-0.61,-0.42,-1.48,-0.26,-0.01,-0.19,-0.24,-0.17,0.0,-1.75,0
-0.2,-0.03,-0.11,-0.42,-1.48,-0.26,-0.8,0.21,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,-0.36,-0.42,-1.48,-0.26,-0.04,0.02,-0.24,-0.23,0.0,-0.86,0
-0.2,-1.27,4.47,-0.42,0.68,-0.26,-0.1,-0.23,-0.24,1.04,0.0,-0.86,0
-0.2,-0.6,-0.54,0.34,0.68,-0.26,-0.21,0.16,-0.24,1.04,0.0,0.92,0
-0.2,0.06,0.09,-0.42,0.68,-0.26,-0.21,1.05,4.12,-0.7,0.0,0.92,0
-0.2,-0.66,-0.12,-0.39,0.68,-0.26,-0.8,0.86,-0.24,0.39,0.0,-1.75,0
-0.2,2.22,-0.46,-0.15,0.68,-0.26,-0.8,-0.59,-0.24,-0.12,0.0,0.92,0
-0.2,-0.57,-0.46,-0.42,-1.48,-0.26,1.73,0.16,-0.24,-0.7,0.0,-0.86,0
-0.2,1.26,-0.2,-0.42,-1.48,-0.26,1.3,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,0.74,-0.12,-0.42,0.68,-0.26,-0.06,1.05,-0.24,-0.24,0.0,-0.86,0
-0.2,-0.57,-0.28,-0.15,-1.48,-0.26,0.79,0.86,-0.24,1.04,0.0,0.92,0
-0.2,0.28,0.25,0.15,0.68,-0.26,-0.82,0.86,-0.24,-0.17,0.0,-1.75,0
-0.2,-0.08,-0.37,-0.42,0.68,-0.26,-0.8,0.14,-0.24,1.33,0.0,0.92,0
-0.2,-1.1,-0.11,-0.42,-1.48,-0.26,-0.73,0.21,-0.24,-0.24,0.0,0.92,0
-0.2,1.09,-0.12,-0.42,0.68,-0.26,-0.1,-0.23,-0.24,-0.12,0.0,0.92,0
-0.2,-0.48,-0.79,-0.39,0.68,-0.26,1.73,0.14,4.12,-0.15,0.0,0.03,0
-0.2,0.06,0.12,-0.42,0.68,-0.26,-0.16,0.16,-0.24,-0.22,0.0,0.92,0
-0.2,1.35,-0.11,-0.42,0.68,-0.26,-1.07,-0.19,-0.24,-0.12,0.0,0.03,0
-0.2,-0.22,2.14,-0.39,-1.48,-0.26,-0.23,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,-0.12,-0.46,0.15,0.68,-0.26,-0.48,0.14,-0.24,-0.7,0.0,0.92,0
-0.2,-0.08,-0.72,-0.42,0.68,-0.26,0.28,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,-0.75,-0.7,-0.42,-1.48,-0.26,-0.23,-1.69,-0.24,1.04,0.0,0.92,1
-0.2,-0.03,-0.37,-0.42,-1.48,-0.26,-0.9,-0.23,-0.24,-0.24,0.0,-0.86,0
-0.2,-0.48,0.09,-0.39,0.68,-0.26,-0.23,-0.59,-0.24,-0.24,0.0,-0.86,0
5.05,-0.08,-0.11,-0.42,-1.48,-0.26,-0.9,0.16,-0.24,1.04,0.0,-0.86,0
-0.2,0.28,-0.11,-0.42,-1.48,-0.26,-0.16,0.86,-0.24,-0.22,0.0,0.92,0
-0.2,-0.6,-0.46,0.34,0.68,-0.26,1.3,-0.23,-0.24,1.04,0.0,-0.86,0
-0.2,-0.48,-0.24,-0.42,-1.48,-0.26,-0.23,-0.09,-0.24,-0.24,0.0,-0.86,0
5.05,1.44,-0.61,-0.39,0.68,-0.26,-0.9,-0.19,-0.24,-0.7,0.0,0.03,0
5.05,-0.12,-0.46,-0.42,0.68,-0.26,-1.24,1.05,-0.24,-0.12,0.0,-0.86,0
-0.2,0.06,-0.37,-0.42,0.68,-0.26,-0.73,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,-0.12,-0.28,-0.42,0.68,-0.26,-0.28,1.05,-0.24,4.53,0.0,0.92,0
-0.2,-0.08,-0.28,-0.42,-1.48,-0.26,-0.01,0.16,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.75,1.71,-0.42,0.68,-0.26,1.3,1.05,-0.24,1.04,0.0,0.92,1
-0.2,-0.03,-0.54,-0.42,0.68,-0.26,-1.24,0.16,-0.24,-0.23,0.0,-1.75,0
-0.2,-0.6,-0.39,-0.15,0.68,-0.26,-0.1,-0.19,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.57,-0.11,-0.39,0.68,-0.26,-0.23,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,-0.12,0.56,-0.42,0.68,3.88,1.81,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,1.44,-0.75,0.15,0.68,-0.26,-0.04,-0.11,4.12,1.04,0.0,0.03,0
-0.2,-0.12,0.15,0.15,-1.48,-0.26,1.73,0.16,-0.24,-0.17,0.0,-1.75,0
-0.2,1.44,2.14,-0.42,-1.48,-0.26,-0.23,-0.77,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.48,1.67,0.34,0.68,-0.26,-0.01,1.05,4.12,-0.7,0.0,-0.86,0
-0.2,-0.66,-0.28,0.34,-1.48,-0.26,-0.48,-0.19,-0.24,1.33,0.0,-0.86,0
-0.2,-0.57,-0.44,-0.39,0.68,-0.26,-0.2,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,0.1,-0.84,-0.42,-1.48,-0.26,-0.16,0.02,-0.24,-0.24,0.0,0.92,0
-0.2,0.56,0.09,2.38,0.68,-0.26,-1.41,-1.69,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.57,-0.24,-0.42,0.68,-0.26,-0.1,-0.11,4.12,-0.7,0.0,0.03,0
-0.2,-0.31,-0.09,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.1,-0.36,-0.42,0.68,-0.26,-0.21,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,1.88,3.99,-0.42,0.68,-0.26,1.3,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,0.04,-0.55,-0.42,0.68,-0.26,-0.48,0.14,-0.24,-0.7,0.0,-0.86,1
-0.2,0.28,-0.11,-0.42,-1.48,-0.26,-0.04,0.02,-0.24,1.04,0.0,0.92,0
-0.2,0.56,-0.98,2.38,0.68,-0.26,-0.73,1.05,-0.24,1.04,0.0,0.92,1
